id_ext,createdAt,created_at,date_closed,date_resolve,updated_at,first_status_change,status,type,priority,requester_id,responder_id,group_id,source,subject
6000000000789,2025-07-04 06:00:44,2025-07-04 06:00:44,2025-07-08 14:08:35.345602,2025-07-08 01:59:57.045353,2025-07-08 14:08:35.345602,2025-07-07 04:30:03.569060,5,Consulta general,1,2000000000473,5000000000006,6,email,Consulta por tasa de cambio
6000000002374,2025-07-04 08:34:16,2025-07-04 08:34:16,,2025-07-05 09:24:50.776846,2025-07-05 09:24:50.776846,2025-07-05 00:08:12.316388,4,Problema de retiro,1,2000000000791,5000000000014,2,chat,Retiro no acreditado
6000000002244,2025-07-04 08:45:25,2025-07-04 08:45:25,,2025-07-06 10:01:14.681343,2025-07-06 10:01:14.681343,2025-07-04 11:23:39.450104,4,Problema de retiro,4,2000000000207,5000000000010,4,chat,Retiro no acreditado
6000000000651,2025-07-04 12:04:23,2025-07-04 12:04:23,2025-07-07 09:42:45.385862,2025-07-07 08:53:30.029655,2025-07-07 09:42:45.385862,,5,Reclamo por cobro,2,2000000000219,5000000000003,3,email,Doble cobro en la misma operacion
6000000000805,2025-07-04 12:23:38,2025-07-04 12:23:38,,2025-07-07 05:28:20.945169,2025-07-07 05:28:20.945169,,4,Consulta general,4,2000000000193,5000000000015,3,whatsapp,Como cerrar mi cuenta
6000000000861,2025-07-04 16:32:28,2025-07-04 16:32:28,,2025-07-09 19:34:23.671362,2025-07-09 19:34:23.671362,2025-07-06 13:04:52.936014,4,Problema de retiro,1,2000000000116,5000000000006,6,email,Retiro pendiente hace 48 horas
6000000003503,2025-07-04 18:51:32,2025-07-04 18:51:32,,2025-07-08 22:23:07.426527,2025-07-08 22:23:07.426527,,4,Problema de retiro,1,2000000000232,5000000000004,4,chat,Retiro rechazado por el banco
6000000004650,2025-07-04 18:54:15,2025-07-04 18:54:15,,2025-07-08 06:34:59.326127,2025-07-08 06:34:59.326127,,4,Carga de saldo,4,2000000000486,5000000000006,6,email,Demora en acreditacion de saldo
6000000002438,2025-07-04 20:09:03,2025-07-04 20:09:03,,2025-07-09 20:50:59.804240,2025-07-09 20:50:59.804240,2025-07-07 18:43:52.997963,4,Tarjeta bloqueada,1,2000000000037,5000000000011,5,facebook,Tarjeta fisica no llego
6000000004638,2025-07-04 21:47:42,2025-07-04 21:47:42,2025-07-11 00:14:02.425077,2025-07-09 21:15:37.230439,2025-07-11 00:14:02.425077,2025-07-09 17:24:11.354085,5,Carga de saldo,2,2000000000712,5000000000005,5,facebook,Carga de saldo no reflejada
6000000003794,2025-07-04 23:13:33,2025-07-04 23:13:33,2025-07-12 03:03:29.865789,2025-07-11 14:10:58.183081,2025-07-12 03:03:29.865789,2025-07-08 17:04:55.545592,5,Carga de saldo,2,2000000000354,5000000000004,4,portal,Demora en acreditacion de saldo
6000000000190,2025-07-04 23:26:40,2025-07-04 23:26:40,,2025-07-05 20:14:19.448407,2025-07-05 20:14:19.448407,2025-07-05 16:15:00.064124,4,Problema de retiro,2,2000000000023,5000000000005,5,chat,Retiro no acreditado
6000000001740,2025-07-04 23:34:13,2025-07-04 23:34:13,,2025-07-06 12:14:55.567021,2025-07-06 12:14:55.567021,2025-07-05 15:30:55.882353,4,Consulta general,2,2000000000314,5000000000005,5,telefono,Consulta sobre limites de cuenta
6000000002208,2025-07-05 00:01:56,2025-07-05 00:01:56,,2025-07-08 00:11:50.252203,2025-07-08 00:11:50.252203,,4,Reclamo por cobro,2,2000000000426,5000000000012,6,email,Cobro de comision no reconocido
6000000001328,2025-07-05 00:37:31,2025-07-05 00:37:31,,2025-07-06 02:20:11.815464,2025-07-06 02:20:11.815464,2025-07-05 06:13:45.629536,4,Problema de retiro,2,2000000000361,5000000000003,3,email,Retiro pendiente hace 48 horas
6000000001658,2025-07-05 00:40:26,2025-07-05 00:40:26,2025-07-09 09:04:38.403151,2025-07-09 00:22:26.319279,2025-07-09 09:04:38.403151,,5,Consulta general,2,2000000000499,5000000000013,1,email,Como cerrar mi cuenta
6000000003067,2025-07-05 00:52:40,2025-07-05 00:52:40,2025-07-08 08:15:16.820019,2025-07-07 22:55:54.961099,2025-07-08 08:15:16.820019,2025-07-05 21:05:07.178451,5,Problema de retiro,2,2000000000899,5000000000010,4,email,Retiro pendiente hace 48 horas
6000000000674,2025-07-05 01:05:27,2025-07-05 01:05:27,2025-07-09 18:13:24.064711,2025-07-09 03:43:05.028324,2025-07-09 18:13:24.064711,2025-07-05 06:39:51.921536,5,Transferencia fallida,3,2000000000432,5000000000012,6,telefono,Transferencia rechazada por el banco destino
6000000004788,2025-07-05 01:24:35,2025-07-05 01:24:35,,2025-07-07 03:33:38.662901,2025-07-07 03:33:38.662901,,4,Reclamo por cobro,2,2000000000865,5000000000014,2,chat,Cobro de comision no reconocido
6000000002594,2025-07-05 02:25:36,2025-07-05 02:25:36,,2025-07-05 15:02:44.273686,2025-07-05 15:02:44.273686,2025-07-05 11:16:18.203228,4,Transferencia fallida,1,2000000000576,5000000000009,3,portal,Transferencia rechazada por el banco destino
6000000006504,2025-07-05 04:39:40,2025-07-05 04:39:40,,2025-07-05 04:41:46.000000,2025-07-05 04:41:46.000000,,5,Reportes del sistema,2,2000000000110,5000000000001,1,email,POSSIBLE DUPLICATED USER
6000000003566,2025-07-05 06:07:51,2025-07-05 06:07:51,2025-07-09 19:47:55.451627,2025-07-09 01:30:45.781022,2025-07-09 19:47:55.451627,2025-07-05 13:14:45.053079,5,Reclamo por cobro,1,2000000000018,5000000000001,1,chat,Doble cobro en la misma operacion
6000000003002,2025-07-05 07:05:16,2025-07-05 07:05:16,2025-07-07 22:11:23.158206,2025-07-06 20:21:40.537312,2025-07-07 22:11:23.158206,2025-07-06 07:48:58.557323,5,Verificacion de cuenta,2,2000000000796,5000000000008,2,telefono,Solicitud de verificacion en revision
6000000000842,2025-07-05 07:06:02,2025-07-05 07:06:02,2025-07-07 20:34:14.131194,2025-07-06 17:45:42.728611,2025-07-07 20:34:14.131194,2025-07-05 23:58:18.562354,5,Verificacion de cuenta,1,2000000000531,5000000000009,3,email,Documento de identidad rechazado
6000000002597,2025-07-05 10:35:49,2025-07-05 10:35:49,,2025-07-06 18:00:44.694722,2025-07-06 18:00:44.694722,2025-07-05 18:33:25.402085,4,Problema de retiro,1,2000000000665,5000000000006,6,chat,Retiro no acreditado
6000000003641,2025-07-05 12:57:40,2025-07-05 12:57:40,2025-07-09 17:22:42.102996,2025-07-09 00:10:52.162451,2025-07-09 17:22:42.102996,2025-07-07 11:14:26.350324,5,Problema de retiro,1,2000000000026,5000000000015,3,email,Retiro no acreditado
6000000001963,2025-07-05 17:08:46,2025-07-05 17:08:46,2025-07-08 17:04:54.719317,2025-07-08 10:00:44.024368,2025-07-08 17:04:54.719317,,5,Verificacion de cuenta,2,2000000000502,5000000000006,6,email,Selfie no coincide con documento
6000000002900,2025-07-05 17:51:21,2025-07-05 17:51:21,2025-07-10 17:50:26.663641,2025-07-10 02:38:41.890876,2025-07-10 17:50:26.663641,2025-07-06 05:21:03.218311,5,Tarjeta bloqueada,1,2000000000471,5000000000007,1,chat,Tarjeta fisica no llego
6000000000111,2025-07-05 20:13:17,2025-07-05 20:13:17,2025-07-11 05:39:18.338524,2025-07-10 01:24:35.499129,2025-07-11 05:39:18.338524,2025-07-05 22:22:53.572496,5,Problema de retiro,2,2000000000277,5000000000008,2,portal,Retiro pendiente hace 48 horas
6000000003214,2025-07-05 21:31:07,2025-07-05 21:31:07,2025-07-09 08:46:01.634277,2025-07-08 11:34:25.652564,2025-07-09 08:46:01.634277,2025-07-06 02:02:03.168047,5,Carga de saldo,3,2000000000432,5000000000004,4,whatsapp,Demora en acreditacion de saldo
6000000000602,2025-07-05 21:38:59,2025-07-05 21:38:59,,,2025-07-06 06:06:03.084903,2025-07-06 01:13:53.468440,3,Consulta general,3,2000000000680,5000000000001,1,portal,Como cerrar mi cuenta
6000000000061,2025-07-06 00:48:49,2025-07-06 00:48:49,,,2025-07-10 17:34:33.682646,2025-07-10 16:33:22.205285,3,Carga de saldo,2,2000000000086,5000000000007,1,email,Demora en acreditacion de saldo
6000000001456,2025-07-06 01:00:18,2025-07-06 01:00:18,2025-07-08 13:49:22.595427,2025-07-07 16:20:00.301325,2025-07-08 13:49:22.595427,,5,Transferencia fallida,1,2000000000681,5000000000003,3,portal,Transferencia duplicada
6000000002105,2025-07-06 03:21:19,2025-07-06 03:21:19,,2025-07-11 08:16:12.989834,2025-07-11 08:16:12.989834,,4,Problema de retiro,1,2000000000535,5000000000005,5,chat,Retiro no acreditado
6000000004562,2025-07-06 03:50:54,2025-07-06 03:50:54,2025-07-07 23:43:40.364008,2025-07-06 17:43:31.519917,2025-07-07 23:43:40.364008,,5,Transferencia fallida,3,2000000000753,5000000000014,2,email,Error de validacion en transferencia
6000000002663,2025-07-06 04:33:16,2025-07-06 04:33:16,,2025-07-09 09:51:06.594034,2025-07-09 09:51:06.594034,,4,Carga de saldo,3,2000000000091,5000000000006,6,chat,Carga de saldo no reflejada
6000000003959,2025-07-06 05:14:01,2025-07-06 05:14:01,,2025-07-09 17:09:20.478495,2025-07-09 17:09:20.478495,2025-07-06 22:14:30.309268,4,Verificacion de cuenta,2,2000000000821,5000000000004,4,facebook,Solicitud de verificacion en revision
6000000004471,2025-07-06 05:42:28,2025-07-06 05:42:28,,2025-07-10 10:46:36.639116,2025-07-10 10:46:36.639116,,4,Transferencia fallida,2,2000000000801,5000000000013,1,portal,Error de validacion en transferencia
6000000000777,2025-07-06 05:55:10,2025-07-06 05:55:10,2025-07-11 09:09:31.212113,2025-07-10 20:37:48.827566,2025-07-11 09:09:31.212113,2025-07-08 09:42:22.682783,5,Reclamo por cobro,1,2000000000057,5000000000009,3,whatsapp,Cobro de comision no reconocido
6000000003891,2025-07-06 06:07:45,2025-07-06 06:07:45,2025-07-07 20:33:35.334210,2025-07-06 20:43:19.599263,2025-07-07 20:33:35.334210,,5,Consulta general,3,2000000000462,5000000000013,1,whatsapp,Consulta sobre limites de cuenta
6000000004183,2025-07-06 06:54:09,2025-07-06 06:54:09,2025-07-10 07:01:36.304257,2025-07-09 23:02:29.013012,2025-07-10 07:01:36.304257,2025-07-08 22:31:52.751481,5,Problema de retiro,1,2000000000858,5000000000009,3,portal,Retiro no acreditado
6000000001039,2025-07-06 06:55:58,2025-07-06 06:55:58,,2025-07-08 06:23:40.521080,2025-07-08 06:23:40.521080,,4,Carga de saldo,2,2000000000602,5000000000005,5,whatsapp,Demora en acreditacion de saldo
6000000001727,2025-07-06 07:07:26,2025-07-06 07:07:26,2025-07-09 16:44:44.597059,2025-07-08 14:51:10.567739,2025-07-09 16:44:44.597059,2025-07-06 09:37:43.071959,5,Tarjeta bloqueada,3,2000000000177,5000000000010,4,email,Solicitud de desbloqueo de tarjeta
6000000002701,2025-07-06 07:44:48,2025-07-06 07:44:48,2025-07-09 23:55:56.803047,2025-07-08 14:37:25.658619,2025-07-09 23:55:56.803047,2025-07-06 13:54:22.597798,5,Reclamo por cobro,3,2000000000584,5000000000010,4,whatsapp,Reclamo por tipo de cambio aplicado
6000000001471,2025-07-06 07:52:01,2025-07-06 07:52:01,,2025-07-10 13:24:49.347187,2025-07-10 13:24:49.347187,2025-07-08 14:20:59.927000,4,Tarjeta bloqueada,2,2000000000607,5000000000012,6,whatsapp,Tarjeta fisica no llego
6000000000853,2025-07-06 09:00:52,2025-07-06 09:00:52,2025-07-11 10:01:25.575947,2025-07-10 04:00:58.410515,2025-07-11 10:01:25.575947,,5,Transferencia fallida,3,2000000000380,5000000000003,3,facebook,Transferencia duplicada
6000000003431,2025-07-06 09:45:37,2025-07-06 09:45:37,2025-07-09 20:34:03.279696,2025-07-08 09:28:31.706318,2025-07-09 20:34:03.279696,,5,Carga de saldo,2,2000000000325,5000000000013,1,facebook,Carga de saldo no reflejada
6000000000832,2025-07-06 12:10:39,2025-07-06 12:10:39,2025-07-11 18:44:56.173409,2025-07-10 16:53:51.884601,2025-07-11 18:44:56.173409,,5,Carga de saldo,3,2000000000644,5000000000014,2,telefono,Comprobante de pago no reconocido
6000000001400,2025-07-06 12:22:31,2025-07-06 12:22:31,2025-07-10 07:03:30.273675,2025-07-10 06:58:42.468492,2025-07-10 07:03:30.273675,,5,Verificacion de cuenta,3,2000000000505,5000000000006,6,telefono,Documento de identidad rechazado
6000000003772,2025-07-06 12:37:35,2025-07-06 12:37:35,,2025-07-09 02:57:26.605926,2025-07-09 02:57:26.605926,,4,Consulta general,2,2000000000501,5000000000003,3,chat,Como cerrar mi cuenta
6000000004794,2025-07-06 13:15:14,2025-07-06 13:15:14,,2025-07-08 04:27:36.064840,2025-07-08 04:27:36.064840,2025-07-06 21:56:48.356013,4,Problema de retiro,2,2000000000005,5000000000009,3,portal,Retiro rechazado por el banco
6000000000201,2025-07-06 13:53:49,2025-07-06 13:53:49,2025-07-10 01:49:53.048564,2025-07-09 18:56:40.486737,2025-07-10 01:49:53.048564,2025-07-06 20:37:31.968509,5,Transferencia fallida,3,2000000000083,5000000000012,6,email,Error de validacion en transferencia
6000000001787,2025-07-06 14:34:31,2025-07-06 14:34:31,,2025-07-06 21:27:49.357668,2025-07-06 21:27:49.357668,2025-07-06 17:02:43.540062,4,Transferencia fallida,3,2000000000767,5000000000013,1,chat,Transferencia duplicada
6000000002280,2025-07-06 15:28:41,2025-07-06 15:28:41,,2025-07-07 07:07:42.249576,2025-07-07 07:07:42.249576,,4,Transferencia fallida,2,2000000000222,5000000000003,3,chat,Error de validacion en transferencia
6000000004495,2025-07-06 16:53:53,2025-07-06 16:53:53,,,2025-07-07 08:20:23.031493,2025-07-07 03:03:52.224274,3,Transferencia fallida,2,2000000000223,5000000000015,3,portal,Error de validacion en transferencia
6000000002420,2025-07-06 17:50:28,2025-07-06 17:50:28,,2025-07-08 22:19:50.173907,2025-07-08 22:19:50.173907,,4,Verificacion de cuenta,2,2000000000718,5000000000007,1,chat,Documento de identidad rechazado
6000000004970,2025-07-06 20:00:00,2025-07-06 20:00:00,,2025-07-10 03:41:55.135122,2025-07-10 03:41:55.135122,2025-07-07 18:59:57.064063,4,Transferencia fallida,2,2000000000236,5000000000006,6,whatsapp,Error de validacion en transferencia
6000000001018,2025-07-06 20:06:17,2025-07-06 20:06:17,2025-07-10 22:06:36.485670,2025-07-10 21:30:43.931805,2025-07-10 22:06:36.485670,,5,Reclamo por cobro,1,2000000000082,5000000000005,5,email,Reclamo por tipo de cambio aplicado
6000000002756,2025-07-06 22:14:54,2025-07-06 22:14:54,,2025-07-10 07:35:13.552327,2025-07-10 07:35:13.552327,,4,Transferencia fallida,1,2000000000400,5000000000006,6,chat,Error de validacion en transferencia
6000000003056,2025-07-06 22:42:58,2025-07-06 22:42:58,2025-07-10 21:29:33.310902,2025-07-10 13:12:13.446019,2025-07-10 21:29:33.310902,,5,Consulta general,2,2000000000800,5000000000002,2,portal,Consulta sobre limites de cuenta
6000000004308,2025-07-06 23:09:57,2025-07-06 23:09:57,2025-07-11 02:56:26.238284,2025-07-09 15:31:56.065098,2025-07-11 02:56:26.238284,,5,Verificacion de cuenta,1,2000000000151,5000000000014,2,portal,Selfie no coincide con documento
6000000002487,2025-07-06 23:52:45,2025-07-06 23:52:45,,2025-07-10 01:20:26.933336,2025-07-10 01:20:26.933336,,4,Tarjeta bloqueada,1,2000000000344,5000000000005,5,telefono,Solicitud de desbloqueo de tarjeta
6000000000389,2025-07-07 00:46:39,2025-07-07 00:46:39,2025-07-09 06:26:04.275480,2025-07-08 21:07:17.967259,2025-07-09 06:26:04.275480,,5,Consulta general,2,2000000000503,5000000000014,2,portal,Consulta sobre limites de cuenta
6000000001110,2025-07-07 01:14:23,2025-07-07 01:14:23,2025-07-09 13:04:04.463707,2025-07-09 04:47:01.252781,2025-07-09 13:04:04.463707,,5,Tarjeta bloqueada,1,2000000000657,5000000000009,3,telefono,Tarjeta bloqueada por intentos fallidos
6000000001857,2025-07-07 02:20:45,2025-07-07 02:20:45,2025-07-09 20:53:41.456140,2025-07-08 12:33:45.758266,2025-07-09 20:53:41.456140,,5,Problema de retiro,2,2000000000012,5000000000011,5,chat,Retiro rechazado por el banco
6000000004480,2025-07-07 02:52:24,2025-07-07 02:52:24,2025-07-10 14:38:56.163038,2025-07-10 03:48:06.618655,2025-07-10 14:38:56.163038,2025-07-07 15:05:34.925413,5,Carga de saldo,2,2000000000020,5000000000011,5,chat,Demora en acreditacion de saldo
6000000004697,2025-07-07 04:41:44,2025-07-07 04:41:44,,2025-07-10 10:33:07.207480,2025-07-10 10:33:07.207480,2025-07-07 23:34:17.697941,4,Consulta general,1,2000000000053,5000000000006,6,facebook,Como cerrar mi cuenta
6000000003860,2025-07-07 04:58:29,2025-07-07 04:58:29,2025-07-08 20:05:20.316126,2025-07-07 23:31:51.846406,2025-07-08 20:05:20.316126,2025-07-07 21:02:41.253930,5,Tarjeta bloqueada,2,2000000000750,5000000000001,1,whatsapp,Tarjeta bloqueada por intentos fallidos
6000000003129,2025-07-07 05:05:11,2025-07-07 05:05:11,2025-07-11 04:52:27.977494,2025-07-10 16:02:56.347744,2025-07-11 04:52:27.977494,,5,Tarjeta bloqueada,2,2000000000161,5000000000007,1,email,Tarjeta fisica no llego
6000000004745,2025-07-07 05:17:01,2025-07-07 05:17:01,,,2025-07-07 12:32:46.740074,2025-07-07 09:06:27.154777,3,Tarjeta bloqueada,4,2000000000738,5000000000004,4,chat,Solicitud de desbloqueo de tarjeta
6000000003944,2025-07-07 05:29:43,2025-07-07 05:29:43,2025-07-10 14:38:32.668819,2025-07-09 08:43:11.281416,2025-07-10 14:38:32.668819,,5,Problema de retiro,4,2000000000798,5000000000015,3,email,Retiro rechazado por el banco
6000000004168,2025-07-07 05:32:31,2025-07-07 05:32:31,2025-07-20 19:23:19.495206,2025-07-19 09:09:46.658278,2025-07-20 19:23:19.495206,2025-07-17 04:32:31.000000,5,Verificacion de cuenta,1,2000000000345,5000000000004,4,portal,Solicitud de verificacion en revision
6000000002432,2025-07-07 06:02:08,2025-07-07 06:02:08,,2025-07-10 06:58:17.738277,2025-07-10 06:58:17.738277,,4,Verificacion de cuenta,2,2000000000208,5000000000004,4,email,Documento de identidad rechazado
6000000001275,2025-07-07 07:46:06,2025-07-07 07:46:06,,,2025-07-07 21:53:51.160351,2025-07-07 16:05:33.814982,3,Transferencia fallida,2,2000000000707,5000000000008,2,chat,Transferencia duplicada
6000000003127,2025-07-07 08:53:31,2025-07-07 08:53:31,,2025-07-07 20:20:00.559967,2025-07-07 20:20:00.559967,2025-07-07 10:24:20.581710,4,Problema de retiro,3,2000000000382,5000000000002,2,email,Retiro pendiente hace 48 horas
6000000002088,2025-07-07 09:15:06,2025-07-07 09:15:06,,,2025-07-07 16:07:39.035921,2025-07-07 11:14:26.767906,3,Transferencia fallida,3,2000000000330,5000000000012,6,chat,Transferencia duplicada
6000000000154,2025-07-07 10:04:22,2025-07-07 10:04:22,,2025-07-10 16:49:49.743139,2025-07-10 16:49:49.743139,2025-07-07 15:29:44.021795,4,Problema de retiro,2,2000000000077,5000000000005,5,telefono,Retiro pendiente hace 48 horas
6000000004802,2025-07-07 10:27:26,2025-07-07 10:27:26,,2025-07-08 07:06:59.137759,2025-07-08 07:06:59.137759,,4,Transferencia fallida,3,2000000000668,5000000000013,1,email,Error de validacion en transferencia
6000000000017,2025-07-07 12:22:09,2025-07-07 12:22:09,,2025-07-12 19:45:02.732532,2025-07-12 19:45:02.732532,,4,Transferencia fallida,1,2000000000085,5000000000002,2,chat,Transferencia rechazada por el banco destino
6000000001847,2025-07-07 14:01:05,2025-07-07 14:01:05,,2025-07-10 02:03:14.415529,2025-07-10 02:03:14.415529,2025-07-07 15:19:15.987938,4,Verificacion de cuenta,3,2000000000565,5000000000013,1,portal,Documento de identidad rechazado
6000000001115,2025-07-07 14:32:15,2025-07-07 14:32:15,2025-07-12 07:04:42.349736,2025-07-11 14:55:42.863618,2025-07-12 07:04:42.349736,2025-07-08 08:42:17.470927,5,Tarjeta bloqueada,2,2000000000715,5000000000006,6,chat,Tarjeta fisica no llego
6000000004836,2025-07-07 15:07:26,2025-07-07 15:07:26,2025-07-11 10:46:55.998588,2025-07-11 09:58:02.850754,2025-07-11 10:46:55.998588,2025-07-08 14:04:43.231696,5,Reclamo por cobro,2,2000000000603,5000000000003,3,portal,Cobro de comision no reconocido
6000000002904,2025-07-07 15:29:48,2025-07-07 15:29:48,,2025-07-08 11:35:32.448250,2025-07-08 11:35:32.448250,,4,Verificacion de cuenta,2,2000000000501,5000000000003,3,chat,Selfie no coincide con documento
6000000001038,2025-07-08 00:34:20,2025-07-08 00:34:20,,,2025-07-08 03:54:14.378466,2025-07-08 02:26:00.481451,3,Problema de retiro,2,2000000000313,5000000000011,5,email,Retiro rechazado por el banco
6000000003907,2025-07-08 00:54:19,2025-07-08 00:54:19,2025-07-12 01:24:25.669484,2025-07-11 06:43:42.333554,2025-07-12 01:24:25.669484,2025-07-09 19:11:33.869115,5,Carga de saldo,1,2000000000203,5000000000006,6,facebook,Demora en acreditacion de saldo
6000000000791,2025-07-08 00:55:57,2025-07-08 00:55:57,,2025-07-11 23:37:03.793846,2025-07-11 23:37:03.793846,,4,Carga de saldo,1,2000000000448,5000000000011,5,email,Comprobante de pago no reconocido
